userid,ISBN,rating
2276,553287737,0
2276,553575538,10
2276,553576801,8
2276,553582526,9
2276,553583441,0
2276,553583468,10
2276,553584510,9
2276,553585118,10
2276,671001132,0
2276,671016768,8
2276,671797050,10
2276,671868691,0
2276,679429220,0
2276,743439740,0
2276,805063897,10
2276,812511816,0
2276,812513711,8
2276,812517725,8
2276,812550307,0
2276,3257229534,0
2358,61099694,0
2358,316666343,0
2358,345413873,0
2358,037570504X,0
2358,380726262,0
2358,385337116,0
2358,425136191,0
2358,425169863,0
2358,440131480,0
2358,446516538,0
2358,446603309,0
2358,553277472,0
2358,553277537,0
2358,671021001,0
2358,671027360,0
2358,679720200,0
2358,786881852,0
2358,1559029838,0
2766,60392452,0
2766,60958022,8
2766,014034294X,9
2766,014100018X,0
2766,142001740,0
2766,312099436,0
2766,312305060,0
2766,316284955,0
2766,316666343,9
2766,316776963,0
2766,330262130,0
2766,345378490,0
2766,345384369,0
2766,345391802,0
2766,380710722,0
2766,385486804,0
2766,385508417,7
2766,425178102,5
2766,425181111,0
2766,440204194,8
2766,440207622,0
2766,440211263,8
2766,440213029,0
2766,440213290,0
2766,440214041,0
2766,440219078,8
2766,440221595,8
2766,440224837,0
2766,440225825,0
2766,440236673,0
2766,044048474X,7
2766,440498058,0
2766,446310786,10
2766,446516538,6
2766,446606812,0
2766,446611867,7
2766,449005615,9
2766,449215296,0
2766,451183665,0
2766,553279912,7
2766,553573616,0
2766,670030643,8
2766,671510053,0
2766,671617028,0
2766,067697175X,0
2766,679751602,6
2766,067976402X,0
2766,684801221,10
2766,684874350,0
2766,743412028,0
2766,767902521,8
2766,786867647,0
2766,971880107,6
2766,1558745718,7
2766,1559029838,0
2766,1573225789,0
2891,60188731,0
2891,60392452,0
2891,60921145,0
2891,60928336,6
2891,60930535,0
2891,61097314,0
2891,140119906,0
2891,140280553,0
2891,142001740,7
2891,156027321,5
2891,312282990,0
2891,312305060,0
2891,312422156,0
2891,374100128,7
2891,375703861,0
2891,375726403,0
2891,380726254,0
2891,385474547,0
2891,385482388,7
2891,038548951X,8
2891,385503857,9
2891,394742117,0
2891,425171884,0
2891,446607711,0
2891,449005615,0
2891,449227545,0
2891,449912558,9
2891,451162072,0
2891,452260116,8
2891,452282195,0
2891,452283868,0
2891,515087947,0
2891,515102652,0
2891,517122707,0
2891,553208845,0
2891,553211404,7
2891,553562738,0
2891,553575384,0
2891,553580515,0
2891,671003755,7
2891,671004107,0
2891,679457313,0
2891,067976402X,0
2891,743225406,0
2891,080410526X,0
2891,804106304,7
2891,140003065X,9
2891,1400032717,8
2977,60392452,0
2977,006099486X,0
2977,142001430,7
2977,316569321,7
2977,345370775,0
2977,037570504X,5
2977,375725784,3
2977,385722206,0
2977,425142485,0
2977,440183057,0
2977,044021145X,0
2977,440234743,0
2977,449002632,8
2977,449221504,0
2977,451153553,0
2977,452282152,7
2977,553285343,0
2977,553569058,0
2977,670855030,0
2977,671021001,9
2977,671250671,0
2977,684810387,0
2977,767902521,0
2977,767916069,0
2977,786868619,0
2977,805062971,0
2977,081297106X,0
2977,971880107,0
3145,002026478X,0
3145,64407667,0
3145,312263120,0
3145,345413903,0
3145,345447840,0
3145,425169863,0
3145,425182908,7
3145,043936213X,0
3145,044021145X,9
3145,446343455,8
3145,446359866,9
3145,446602612,0
3145,446603422,0
3145,446606383,0
3145,446611611,8
3145,044661193X,9
3145,446612790,0
3145,451188462,0
3145,553213148,0
3145,553279912,0
3145,670892963,0
3145,671723650,0
3145,743469801,9
3145,842342702,0
3145,1573229326,5
3167,61009059,0
3167,142001805,0
3167,345285549,0
3167,345337662,5
3167,345347536,0
3167,345347951,0
3167,345348109,0
3167,345370775,9
3167,034540288X,7
3167,380012863,8
3167,425134350,0
3167,425181464,8
3167,440219078,10
3167,044023722X,0
3167,440998050,10
3167,515090174,7
3167,515102652,0
3167,553571656,0
3167,671004107,9
3167,080410526X,6
3167,812550706,10
3346,316666343,9
3346,345342968,0
3346,345347951,0
3346,345413350,8
3346,380789035,6
3346,552131059,0
3346,552131067,7
3346,553262505,0
3363,002542730X,0
3363,28604199,0
3363,60090367,0
3363,60096195,0
3363,60175400,0
3363,60502258,0
3363,60928336,0
3363,60958022,0
3363,60976497,0
3363,60976845,0
3363,60987103,0
3363,60987529,0
3363,006098824X,10
3363,64405176,10
3363,64472272,0
3363,64472795,10
3363,70212570,0
3363,140067477,0
3363,140282033,0
3363,140293248,0
3363,312144075,0
3363,312147015,0
3363,312278586,0
3363,312288115,0
3363,312961324,0
3363,316096199,10
3363,316284955,0
3363,316569321,0
3363,316666343,0
3363,345314255,0
3363,345337662,0
3363,345348036,0
3363,345380371,0
3363,345404114,0
3363,345409671,0
3363,345417623,0
3363,345422384,0
3363,345422392,0
3363,345435796,0
3363,345445848,0
3363,345450892,0
3363,345453387,8
3363,373218400,0
3363,373250118,7
3363,373250126,8
3363,373250142,0
3363,373250282,0
3363,037570504X,0
3363,375705856,0
3363,375706771,0
3363,375713751,0
3363,375726403,0
3363,037582233X,0
3363,380726254,0
3363,380796104,0
3363,380814021,10
3363,380820293,0
3363,380820447,0
3363,380973545,10
3363,385319037,0
3363,385335482,0
3363,385335830,0
3363,385335881,0
3363,038533656X,0
3363,385420161,0
3363,385421982,0
3363,038542471X,0
3363,385424728,0
3363,385504209,0
3363,385722435,10
3363,385729332,0
3363,425105334,0
3363,425113884,0
3363,425147363,0
3363,425155404,0
3363,425158616,0
3363,425167720,0
3363,425169863,0
3363,042517736X,0
3363,440124344,0
3363,440206154,0
3363,440224675,0
3363,440234743,0
3363,440236673,0
3363,446353205,0
3363,446394521,0
3363,446520802,0
3363,446525774,0
3363,446605581,0
3363,446606812,0
3363,446608653,0
3363,446672211,10
3363,446675059,0
3363,446678457,0
3363,446679364,0
3363,449005615,0
3363,449223345,0
3363,449911004,0
3363,451408888,0
3363,452268060,0
3363,452281784,0
3363,452283027,0
3363,515131229,0
3363,051513287X,0
3363,517122707,0
3363,553211404,0
3363,553213156,0
3363,553213164,10
3363,553272586,0
3363,553277472,0
3363,060980619X,0
3363,670880728,0
3363,671000314,0
3363,671003755,0
3363,671027344,9
3363,671673688,0
3363,671741209,0
3363,679426159,0
3363,679751602,8
3363,679772677,0
3363,684862719,0
3363,743418174,0
3363,767905180,0
3363,767907817,0
3363,767913000,0
3363,786866586,0
3363,786881852,0
3363,786885688,0
3363,080410526X,0
3363,804111898,0
3363,080411868X,0
3363,805063897,0
3363,842329218,0
3363,842329242,0
3363,894805770,0
3363,089480829X,0
3363,971880107,0
3363,1551668998,0
3363,155874262X,0
3363,1558743316,0
3363,1558744150,0
3363,1558744606,0
3363,1558744630,0
3363,1558747028,0
3363,1565122968,0
3363,1573229385,0
3371,60928336,0
3371,70212570,10
3371,312274920,0
3371,312278586,0
3371,373243286,0
3371,373270976,0
3371,373483503,0
3371,373484003,7
3371,373484410,5
3371,425163407,0
3371,425175405,8
3371,440200989,0
3371,440209412,0
3371,440211263,0
3371,440213029,0
3371,440214041,0
3371,440221595,0
3371,440223237,0
3371,440226430,9
3371,440235596,0
3371,446359866,0
3371,446607193,0
3371,446607207,0
3371,449221504,0
3371,451169530,10
3371,515122734,9
3371,515134368,0
3371,553260111,0
3371,553263226,0
3371,553272837,0
3371,671002481,0
3371,671004573,7
3371,671027581,0
3371,671568175,0
3371,671864173,0
3371,067976402X,0
3371,684865742,0
3371,743439740,10
3371,767905385,0
3373,60958022,0
3373,312291639,8
3373,312995423,5
3373,316789089,0
3373,345386132,5
3373,375727345,7
3373,380804697,7
3373,385314698,0
3373,399149155,8
3373,425161242,3
3373,425178765,0
3373,425178951,5
3373,440236703,5
3373,449003787,7
3373,451206711,0
3373,451208811,8
3373,452264464,10
3373,671014919,6
3373,671026011,0
3373,671027360,5
3373,671027387,5
3373,684865742,0
3373,767900383,0
3373,786866276,0
3373,884046818,0
3556,64400581,0
3556,345339681,0
3556,345339703,0
3556,345339711,0
3556,345339738,0
3556,385504209,10
3556,385508042,9
3556,039914465X,0
3556,440439884,10
3556,044651652X,10
3556,059030271X,0
3556,671027360,10
3556,684867621,0
3556,842329129,0
3556,842329250,0
3556,842329269,0
3556,842329277,10
3556,971880107,0
3675,375725849,10
3675,451166892,0
3757,590660543,0
3757,880381736,0
3827,60929790,0
3827,140132708,10
3827,014029628X,6
3827,312274920,8
3827,345337662,7
3827,345348036,9
3827,345351525,8
3827,034538475X,8
3827,345409671,8
3827,345413350,7
3827,345423402,7
3827,385482388,0
3827,394820371,0
3827,553562614,10
3827,765342987,10
3827,804114986,10
3827,826308791,8
3827,886777844,7
4017,006000438X,10
4017,60175966,9
4017,60517794,10
4017,60915544,8
4017,60928336,0
4017,60929871,9
4017,60930187,10
4017,60964049,9
4017,140042598,10
4017,140244824,10
4017,014028009X,9
4017,142001740,0
4017,015600710X,10
4017,156007754,9
4017,156027321,0
4017,312150601,5
4017,312291639,0
4017,316096199,10
4017,316182540,0
4017,316284955,0
4017,316666343,10
4017,316789844,10
4017,316899984,5
4017,345423291,9
4017,345424719,10
4017,345433491,9
4017,345443284,10
4017,374129983,0
4017,375406530,10
4017,375500510,10
4017,375502238,0
4017,375506039,0
4017,037570504X,10
4017,375705856,9
4017,375707972,10
4017,380730138,9
4017,385265700,9
4017,038533334X,10
4017,385486804,10
4017,385502532,9
4017,399142789,10
4017,399146431,0
4017,446310786,10
4017,446516538,7
4017,446677450,10
4017,449911004,8
4017,452260116,9
4017,452280621,10
4017,452282829,10
4017,452283205,0
4017,553275976,0
4017,059035342X,0
4017,670892963,8
4017,671038184,10
4017,671510053,10
4017,067976402X,10
4017,679774025,8
4017,679781587,9
4017,068484267X,10
4017,068484477X,5
4017,688177859,7
4017,743407083,0
4017,743411331,0
4017,743439740,10
4017,786866276,0
4017,786866586,0
4017,786868716,0
4017,786881852,0
4017,802139256,0
4017,804106304,0
4017,1558746161,10
4017,1565122968,10
4017,1573225789,9
4017,1931561648,0
4092,345313151,0
4092,345314255,0
4092,345347536,0
4092,380002930,0
4092,439064872,0
4092,439136369,0
4092,451156609,0
4092,451176464,6
4092,451186362,0
4092,059035342X,0
4092,671027360,7
4092,767905385,0
4092,812548051,0
4092,971880107,0
4131,380728133,8
4131,451161351,0
4131,590660543,9
4131,971880107,1
4157,60392452,8
4157,312195516,0
4157,316601950,0
4157,316779237,10
4157,380727501,8
4157,385484518,0
4157,385512104,0
4157,440206154,9
4157,446532231,0
4157,446604275,0
4157,446608262,0
4157,449217264,0
4157,515095826,0
4157,684848783,0
4334,60392452,6
4334,316666343,0
4334,316780375,0
4334,345459202,0
4334,385504209,0
4334,451137965,8
4334,451149513,8
4334,451177096,7
4385,373484410,0
4385,440221471,10
4385,446600342,10
4385,786868716,0
4622,60175400,10
4622,60199652,0
4622,60915544,0
4622,140177396,8
4622,140374248,0
4622,156027321,0
4622,312305060,0
4622,031242227X,0
4622,034540288X,4
4622,375702709,0
4622,385336179,10
4622,679430946,0
4622,679721037,0
4622,684801221,0
4622,684833395,0
4622,767914767,8
4622,080410526X,0
4896,399142789,0
4896,439064872,10
4896,043935806X,0
4896,059035342X,0
4896,874776945,0
4938,006101351X,7
4938,316089699,0
4938,034530988X,0
4938,345313860,10
4938,345384369,0
4938,385492081,7
4938,425115801,9
4938,042513525X,7
4938,425185710,0
4938,425191184,0
4938,440220602,8
4938,441790348,10
4938,451156609,10
4938,451184963,0
4938,515095826,8
4938,515127221,8
4938,679781587,0
4938,684862719,8
5209,553580272,9
5331,91867770,10
5331,99245027,0
5331,440213525,0
5331,440225701,0
5331,044023722X,0
5350,552134651,5
5350,3492045170,0
5439,60915544,0
5439,60928336,8
5439,60938455,9
5439,60976845,0
5439,014023313X,0
5439,140293248,0
5439,312306326,0
5439,312966091,0
5439,031298328X,0
5439,312983867,0
5439,312990456,0
5439,345342968,0
5439,345389964,0
5439,345446860,0
5439,375406182,0
5439,375504613,8
5439,394820371,0
5439,446672211,0
5439,553271636,0
5439,671001795,8
5439,679751521,0
5439,805063889,0
5439,805063897,10
5483,60502258,0
5483,373218192,0
5483,373484429,0
5483,380718332,0
5483,380718340,0
5483,399149325,0
5483,425119653,0
5483,425153975,0
5483,425154092,0
5483,425169863,0
5483,425178579,0
5483,440211263,0
5483,440214041,0
5483,446364193,0
5483,446608955,0
5483,446611808,0
5483,449227421,0
5483,515128554,0
5483,515135062,0
5483,553579983,0
5483,679781587,0
5483,804114986,8
5483,1551669498,0
5539,60928336,0
5539,142001740,8
5539,156007479,0
5539,312144075,0
5539,312274920,0
5539,316284955,0
5539,345339681,10
5539,345423402,8
5539,385490445,10
5539,385720106,0
5539,446602612,0
5539,446607711,0
5539,446679593,0
5539,449002632,0
5539,449005615,0
5539,449223795,0
5539,451206525,9
5539,451208765,6
5539,618129022,10
5539,671027387,10
5539,671723650,0
5539,684874350,0
5539,743454146,10
5539,786868619,0
5539,804114986,0
5543,345370775,0
5543,451167317,0
5543,553573403,0
5543,971880107,0
5582,014028009X,10
5582,140293248,9
5582,312966970,10
5582,312971346,0
5582,312976275,10
5582,312979886,0
5582,312980159,0
5582,345301110,7
5582,345334531,8
5582,345409671,10
5582,345409876,8
5582,345423402,10
5582,375401598,7
5582,375727345,0
5582,380789035,9
5582,380820293,8
5582,425152251,10
5582,425173631,10
5582,425178579,10
5582,425181464,10
5582,425183971,10
5582,440108268,8
5582,044651652X,7
5582,451191145,10
5582,451191153,10
5582,515093556,7
5582,679454489,8
5582,679720200,10
5582,679781587,0
5582,679785892,9
5582,874776945,9
5582,894803204,10
5582,1551668653,8
5582,1558744150,5
5609,312195516,0
5609,345313860,10
5609,345314255,0
5609,345337662,0
5609,345347951,10
5609,345351525,0
5609,345380371,0
5609,345391802,0
5609,345420438,0
5609,345422384,0
5609,374172897,7
5609,385479565,0
5609,385508042,0
5609,385511612,0
5609,425155722,0
5609,425189031,0
5609,044021145X,0
5609,440236665,0
5609,446602612,0
5609,446609404,0
5609,451188454,0
5609,451191013,0
5609,452282195,0
5609,553279556,0
5609,553284789,0
5609,553573136,0
5609,618002219,0
5609,671041789,0
5609,671042858,0
5609,743235150,9
5899,61020710,8
5899,380789035,9
5899,441478123,0
5903,60085444,0
5903,60740450,0
5903,60921145,0
5903,60930535,0
5903,006098824X,0
5903,61009059,0
5903,61091790,0
5903,61097101,0
5903,61098361,0
5903,006109868X,0
5903,62502182,0
5903,142001740,0
5903,142001805,0
5903,015602943X,0
5903,312195516,0
5903,312966970,0
5903,312971346,0
5903,316089699,0
5903,316096199,0
5903,316569321,0
5903,316666343,0
5903,316769495,0
5903,316777722,7
5903,316781266,0
5903,330262130,0
5903,345435168,0
5903,345439104,0
5903,345443284,0
5903,375726403,0
5903,380814021,0
5903,385425473,0
5903,385498802,0
5903,385503857,9
5903,038550926X,0
5903,385512104,0
5903,385720955,0
5903,385729340,8
5903,385730586,8
5903,042513699X,0
5903,425167313,0
5903,425175405,0
5903,446605239,0
5903,446605484,0
5903,446611212,0
5903,449212602,9
5903,449221482,0
5903,449221490,0
5903,449221504,0
5903,449223612,0
5903,451169522,0
5903,451203771,0
5903,451209907,0
5903,671014196,0
5903,743225082,8
5903,743418174,0
5903,743437640,0
5903,767902521,0
5903,076790382X,9
5903,767905180,8
5903,767907817,8
5903,786867647,0
5903,786885688,0
5903,804106304,0
5903,080410753X,0
5903,804111359,0
6073,345347536,8
6073,345427637,6
6073,380002930,10
6073,385474547,9
6073,440211727,6
6073,440214041,5
6073,440226430,6
6073,553213105,8
6073,553273914,9
6073,553380095,8
6073,671742515,9
6073,679723161,10
6073,679735909,10
6073,067976397X,10
6073,767902890,10
6073,802130208,10
6092,312150601,8
6092,330267388,0
6092,552143774,0
6092,552998486,0
6092,860074382,9
6242,006000438X,6
6242,60934417,7
6242,60958022,6
6242,60987103,7
6242,60987561,0
6242,99387913,8
6242,140244824,0
6242,140293248,5
6242,142001430,7
6242,312099436,5
6242,312144075,5
6242,312150601,5
6242,312195516,7
6242,312243022,8
6242,312282990,6
6242,312291639,5
6242,375705198,6
6242,375705856,5
6242,375706410,8
6242,375707972,8
6242,375726403,7
6242,038542017X,7
6242,385720467,7
6242,394223802,8
6242,394281802,3
6242,039592720X,5
6242,446670251,5
6242,446678457,5
6242,452264464,5
6242,679724362,6
6242,679746048,5
6242,679751521,5
6242,067976402X,8
6242,684195488,7
6242,684800713,6
6242,068484267X,8
6242,068484477X,8
6242,749397543,3
6242,767903382,7
6242,771060548,8
6242,871136791,8
6242,1573225789,7
6242,1573227331,6
6242,1573228214,6
6242,1573229326,6
6251,60008776,0
6251,60188731,0
6251,60392452,10
6251,60915544,0
6251,60930535,0
6251,60932759,0
6251,60938455,0
6251,60964049,0
6251,60976845,0
6251,60987103,0
6251,60987529,0
6251,61009059,7
6251,006101351X,0
6251,64400018,0
6251,64407667,0
6251,64407675,0
6251,64471837,0
6251,140067477,10
6251,140244824,0
6251,140254544,0
6251,140257934,8
6251,140265686,0
6251,140293248,0
6251,156007479,0
6251,156028778,0
6251,015602943X,10
6251,156628708,0
6251,312150601,0
6251,312195516,0
6251,312278586,0
6251,312283709,0
6251,312291639,0
6251,312305060,0
6251,312952716,8
6251,312966091,9
6251,312980140,7
6251,312983271,0
6251,316284955,0
6251,316569321,8
6251,316693294,0
6251,316899984,0
6251,345337662,0
6251,345338588,0
6251,345351525,0
6251,345370775,0
6251,345370805,0
6251,034538475X,0
6251,345387651,0
6251,345391810,0
6251,345392825,8
6251,345396936,0
6251,034540288X,0
6251,345409876,0
6251,345417623,0
6251,345427637,0
6251,345465083,0
6251,374129983,0
6251,374270325,0
6251,375406182,0
6251,375413634,0
6251,375501371,0
6251,375502025,0
6251,375504613,7
6251,375725784,4
6251,375725849,0
6251,375727345,6
6251,375826688,0
6251,380600129,10
6251,380714752,0
6251,380717018,0
6251,380718340,0
6251,380730138,0
6251,380731851,0
6251,380789035,7
6251,380804557,0
6251,380807343,8
6251,380813815,10
6251,380818973,0
6251,385420161,0
6251,385475721,0
6251,385479565,0
6251,385484518,7
6251,385492081,0
6251,038550120X,0
6251,038550926X,0
6251,385722435,0
6251,039480001X,10
6251,394820371,10
6251,425097722,0
6251,425179613,0
6251,425182908,0
6251,425184226,0
6251,439064872,0
6251,439136350,10
6251,439139597,10
6251,439139600,0
6251,043935806X,9
6251,044020562X,0
6251,440206154,7
6251,044021145X,0
6251,440218535,0
6251,044022103X,0
6251,440221471,0
6251,440222656,7
6251,440224675,6
6251,440224705,0
6251,440224764,0
6251,440225299,0
6251,440235162,0
6251,440241162,0
6251,440404193,0
6251,440414806,0
6251,440487617,10
6251,440498058,10
6251,440944597,0
6251,440998050,10
6251,441003257,10
6251,441005489,0
6251,441783589,0
6251,446343455,9
